province;red;green;blue;x;x
2776;253;153;203;praect;x
2777;219;151;199;praecu;x
2778;186;229;113;praecv;x
2779;96;166;249;praecw;x
2780;200;225;219;praecx;x
2781;221;251;248;praecy;x
2782;165;185;244;praecz;x
2783;195;156;176;praeda;x
2784;184;132;229;praedb;x
2785;223;222;76;praedc;x
2786;242;122;183;praedd;x
2787;187;217;148;praede;x
2788;233;191;248;praedf;x
2789;236;125;177;praedg;x
2790;205;136;190;praedh;x
2791;225;228;91;praedi;x
2792;196;145;184;praedj;x
2793;223;88;221;praedk;x
2794;229;67;236;praedl;x
2795;211;224;213;praedm;x
2796;184;247;85;praedn;x
2797;228;120;171;praedo;x
2798;75;254;235;praedp;x
2799;106;205;201;praedq;x
2800;103;184;234;praedr;x
2801;201;89;213;praeds;x
2802;227;182;236;praedt;x
2803;216;88;215;praedu;x
2804;251;240;38;praedv;x
2805;211;254;55;praedw;x
2806;141;223;163;praedx;x
2807;209;242;138;praedy;x
2808;199;231;220;praedz;x
2809;95;247;223;praeea;x
2810;250;100;198;praeeb;x
2811;120;208;190;praeec;x
2812;239;177;158;praeed;x
2813;197;205;107;praeee;x
2814;152;240;188;praeef;x
2815;133;199;217;praeeg;x
2816;108;239;200;praeeh;x
2817;211;210;109;praeei;x
2818;253;173;202;praeej;x
2819;166;232;113;praeek;x
2820;222;160;234;praeel;x
2821;137;228;208;praeem;x
2822;205;246;183;praeen;x
2823;236;236;216;praeeo;x
2824;192;197;251;praeep;x
2825;242;234;156;praeeq;x
2826;230;161;215;praeer;x
2827;223;130;204;praees;x
2828;193;131;184;praeet;x
2829;109;230;180;praeeu;x
2830;115;163;251;praeev;x
2831;214;238;100;praeew;x
2832;218;228;101;praeex;x
2833;150;178;177;praeey;x
2834;254;142;204;praeez;x
2835;172;109;242;praefa;x
2836;185;224;92;praefb;x
2837;139;192;174;praefc;x
2838;208;97;203;praefd;x
2839;122;249;185;praefe;x
2840;113;238;220;praeff;x
2841;26;27;18;praefg;x
2842;56;232;228;praefh;x
2843;144;182;196;praefi;x
2844;247;106;184;praefj;x
2845;146;116;252;praefk;x
2846;165;246;213;praefl;x
2847;167;140;201;praefm;x
2848;252;155;131;praefn;x
2849;166;133;239;praefo;x
2850;130;244;176;praefp;x
2851;179;152;254;praefq;x
2852;189;155;167;praefr;x
2853;190;202;189;praefs;x
2854;173;243;128;praeft;x
2855;97;183;241;praefu;x
2856;129;171;250;praefv;x
2857;170;177;205;praefw;x
2858;200;237;164;praefx;x
2859;120;211;222;praefy;x
2860;174;228;217;praefz;x
2861;215;170;180;praega;x
2862;97;249;211;praegb;x
2863;70;213;240;praegc;x
2864;178;194;239;praegd;x
2865;253;175;124;praege;x
2866;210;203;213;praegf;x
2867;180;100;229;praegg;x
2868;245;207;83;praegh;x
2869;204;229;114;praegi;x
2870;246;183;86;praegj;x
2871;247;181;164;praegk;x
2872;230;128;221;praegl;x
2873;94;193;214;praegm;x
2874;222;231;125;praegn;x
2875;118;174;228;praego;x
2876;143;211;238;praegp;x
2877;163;233;172;praegq;x
2878;188;216;123;praegr;x
2879;231;160;239;praegs;x
2880;170;219;160;praegt;x
2881;114;199;204;praegu;x
2882;208;198;208;praegv;x
2883;199;186;177;praegw;x
2884;102;184;216;praegx;x
2885;187;246;203;praegy;x
2886;70;244;250;praegz;x
2887;214;253;251;praeha;x
2888;245;68;194;praehb;x
2889;238;198;105;praehc;x
2890;213;181;244;praehd;x
2891;157;232;189;praehe;x
2892;245;180;124;praehf;x
2893;221;253;217;praehg;x
2894;247;183;91;praehh;x
2895;236;133;138;praehi;x
2896;201;209;211;praehj;x
2897;243;210;229;praehk;x
2898;146;178;188;praehl;x
2899;230;207;211;praehm;x
2900;161;219;209;praehn;x
2901;106;250;249;praeho;x
2902;188;190;238;praehp;x
2903;200;175;162;praehq;x
2904;221;210;193;praehr;x
2905;251;221;34;praehs;x
2906;183;192;162;praeht;x
2907;208;132;245;praehu;x
2908;149;235;121;praehv;x
2909;54;246;217;praehw;x
2910;195;236;94;praehx;x
2911;219;249;136;praehy;x
2912;232;231;207;praehz;x
2913;176;211;242;praeia;x
2914;221;191;167;praeib;x
2915;194;94;226;praeic;x
2916;241;102;174;praeid;x
2917;69;186;252;praeie;x
2918;253;209;250;praeif;x
2919;223;190;185;praeig;x
2920;203;211;202;praeih;x
2921;253;229;52;praeii;x
2922;170;202;217;praeij;x
2923;244;156;247;praeik;x
2924;243;106;210;praeil;x
2925;127;194;197;praeim;x
2926;124;179;233;praein;x
2927;253;196;53;praeio;x
2928;247;212;201;praeip;x
2929;210;249;153;praeiq;x
2930;241;142;174;praeir;x
2931;207;144;213;praeis;x
2932;152;177;214;praeit;x
2933;231;161;231;praeiu;x
2934;148;240;205;praeiv;x
2935;221;129;184;praeiw;x
2936;239;178;85;praeix;x
2937;171;148;240;praeiy;x
2938;217;198;230;praeiz;x
2939;209;123;210;praeja;x
2940;114;208;187;praejb;x
2941;149;238;189;praejc;x
2942;192;233;161;praejd;x
2943;144;197;203;praeje;x
2944;219;140;236;praejf;x
2945;230;109;175;praejg;x
2946;246;106;253;praejh;x
2947;226;168;187;praeji;x
2948;242;177;236;praejj;x
2949;29;247;241;praejk;x
2950;243;96;216;praejl;x
2951;165;239;216;praejm;x
2952;73;224;212;praejn;x
2953;144;225;217;praejo;x
2954;175;174;225;praejp;x
2955;89;172;252;praejq;x
2956;246;196;99;praejr;x
2957;187;253;79;praejs;x
2958;242;74;237;praejt;x
2959;145;231;206;praeju;x
2960;60;230;219;praejv;x
2961;232;82;219;praejw;x
2962;216;221;211;praejx;x
2963;157;162;242;praejy;x
2964;198;230;167;praejz;x
2965;156;249;199;praeka;x
2966;190;183;200;praekb;x
2967;117;253;232;praekc;x
2968;230;217;228;praekd;x
2969;151;225;185;praeke;x
2970;235;168;197;praekf;x
2971;108;202;205;praekg;x
2972;78;206;223;praekh;x
2973;230;114;214;praeki;x
2974;241;245;235;praekj;x
2975;201;203;149;praekk;x
2976;214;159;229;praekl;x
2977;219;252;188;praekm;x
2978;143;164;247;praekn;x
2979;220;190;153;praeko;x
2980;247;242;238;praekp;x
2981;239;205;221;praekq;x
2982;146;209;211;praekr;x
2983;199;201;143;praeks;x
2984;141;133;251;praekt;x
2985;90;254;204;praeku;x
2986;171;140;229;praekv;x
2987;248;197;210;praekw;x
2988;227;85;237;praekx;x
2989;241;105;207;praeky;x
2990;229;159;141;praekz;x
2991;153;164;207;praela;x
2992;232;228;240;praelb;x
2993;242;202;85;praelc;x
2994;218;224;195;praeld;x
2995;141;170;253;praele;x
2996;92;248;207;praelf;x
2997;237;230;247;praelg;x
2998;237;148;173;praelh;x
2999;127;211;239;praeli;x
3000;64;202;252;praelj;x
3001;237;218;155;praelk;x
3002;244;243;110;praell;x
3003;201;128;173;praelm;x
3004;240;170;217;praeln;x
3005;196;118;196;praelo;x
3006;224;157;180;praelp;x
3007;232;52;237;praelq;x
3008;106;154;245;praelr;x
3009;108;186;247;praels;x
3010;252;201;209;praelt;x
3011;253;94;195;praelu;x
3012;155;120;231;praelv;x
3013;181;254;189;praelw;x
3014;239;154;238;praelx;x
3015;212;245;229;praely;x
3016;152;216;223;praelz;x
3017;187;221;234;praema;x
3018;203;245;249;praemb;x
3019;206;215;211;praemc;x
3020;252;179;123;praemd;x
3021;187;233;81;praeme;x
3022;169;249;253;praemf;x
3023;253;162;200;praemg;x
3024;115;229;174;praemh;x
3025;217;201;220;praemi;x
3026;177;159;191;praemj;x
3027;212;225;72;praemk;x
3028;181;249;243;praeml;x
3029;247;143;250;praemm;x
3030;160;169;245;praemn;x
3031;100;249;187;praemo;x
3032;191;222;136;praemp;x
3033;122;177;211;praemq;x
3034;254;230;126;praemr;x
3035;146;213;194;praems;x
3036;203;179;169;praemt;x
3037;193;199;112;praemu;x
3038;208;158;152;praemv;x
3039;86;229;228;praemw;x
3040;234;169;117;praemx;x
3041;230;212;144;praemy;x
3042;227;197;189;praemz;x
3043;233;210;232;praena;x
3044;75;228;246;praenb;x
3045;246;251;79;praenc;x
3046;208;248;231;praend;x
3047;210;223;86;praene;x
3048;176;130;242;praenf;x
3049;251;190;161;praeng;x
3050;192;105;237;praenh;x
3051;240;239;151;praeni;x
3052;231;213;106;praenj;x
3053;168;202;152;praenk;x
3054;229;27;254;praenl;x
3055;141;155;253;praenm;x
3056;227;183;214;praenn;x
3057;183;157;215;praeno;x
3058;224;239;64;praenp;x
3059;206;233;73;praenq;x
3060;204;164;242;praenr;x
3061;236;196;232;praens;x
3062;213;151;139;praent;x
3063;189;70;251;praenu;x
3064;224;184;244;praenv;x
3065;206;74;244;praenw;x
3066;234;150;164;praenx;x
3067;193;193;248;praeny;x
3068;24;254;254;praenz;x
3069;185;252;236;praeoa;x
3070;200;244;69;praeob;x
3071;127;215;224;praeoc;x
3072;197;182;236;praeod;x
3073;252;206;152;praeoe;x
3074;248;107;222;praeof;x
3075;161;242;111;praeog;x
3076;182;232;214;praeoh;x
3077;224;182;192;praeoi;x
3078;193;242;244;praeoj;x
3079;229;227;232;praeok;x
3080;200;230;217;praeol;x
3081;148;221;212;praeom;x
3082;207;175;215;praeon;x
3083;212;96;235;praeoo;x
3084;150;241;147;praeop;x
3085;209;201;227;praeoq;x
3086;173;243;108;praeor;x
3087;215;161;199;praeos;x
3088;213;202;133;praeot;x
3089;246;195;147;praeou;x
3090;140;172;209;praeov;x
3091;226;231;123;praeow;x
3092;232;252;159;praeox;x
3093;224;206;134;praeoy;x
3094;164;183;186;praeoz;x
3095;161;249;242;praepa;x
3096;186;161;201;praepb;x
3097;98;201;231;praepc;x
3098;183;162;194;praepd;x
3099;181;226;104;praepe;x
3100;242;219;69;praepf;x
3101;146;145;250;praepg;x
3102;97;205;251;praeph;x
3103;197;240;156;praepi;x
3104;168;212;212;praepj;x
3105;250;123;213;praepk;x
3106;170;237;247;praepl;x
3107;220;197;213;praepm;x
3108;113;168;236;praepn;x
3109;23;249;247;praepo;x
3110;207;131;171;praepp;x
3111;167;120;246;praepq;x
3112;201;190;156;praepr;x
3113;177;235;234;praeps;x
3114;174;207;202;praept;x
3115;205;250;74;praepu;x
3116;179;247;107;praepv;x
3117;60;229;245;praepw;x
3118;151;214;184;praepx;x
3119;148;216;183;praepy;x
3120;227;121;204;praepz;x
3121;212;202;168;praeqa;x
3122;152;213;251;praeqb;x
3123;232;239;104;praeqc;x
3124;146;231;223;praeqd;x
3125;216;47;245;praeqe;x
3126;178;253;219;praeqf;x
3127;140;244;201;praeqg;x
3128;252;159;140;praeqh;x
3129;226;218;225;praeqi;x
3130;245;48;253;praeqj;x
3131;107;242;230;praeqk;x
3132;249;77;193;praeql;x
3133;174;155;174;praeqm;x
3134;186;141;236;praeqn;x
3135;129;231;244;praeqo;x
3136;132;246;253;praeqp;x
3137;130;151;237;praeqq;x
3138;217;207;235;praeqr;x
3139;123;252;253;praeqs;x
3140;187;193;248;praeqt;x
3141;140;218;193;praequ;x
3142;214;193;150;praeqv;x
3143;248;70;232;praeqw;x
3144;183;122;202;praeqx;x
3145;196;193;234;praeqy;x
3146;167;253;201;praeqz;x
3147;214;254;169;praera;x
3148;250;156;129;praerb;x
3149;139;250;220;praerc;x
3150;158;250;227;praerd;x
3151;148;199;207;praere;x
3152;185;243;101;praerf;x
3153;228;109;179;praerg;x
3154;240;45;253;praerh;x
3155;151;210;191;praeri;x
3156;219;211;216;praerj;x
3157;112;248;250;praerk;x
3158;131;232;239;praerl;x
3159;82;189;252;praerm;x
3160;143;229;221;praern;x
3161;159;166;238;praero;x
3162;179;174;179;praerp;x
3163;222;166;251;praerq;x
3164;243;161;182;praerr;x
3165;210;248;240;praers;x
3166;242;68;212;praert;x
3167;205;205;215;praeru;x
3168;202;130;211;praerv;x
3169;188;133;190;praerw;x
3170;217;135;187;praerx;x
3171;107;190;217;praery;x
3172;228;194;233;praerz;x
3173;186;164;208;praesa;x
3174;172;226;115;praesb;x
3175;235;166;191;praesc;x
3176;246;167;163;praesd;x
3177;214;157;143;praese;x
3178;102;254;231;praesf;x
3179;156;209;239;praesg;x
3180;157;231;116;praesh;x
3181;134;219;151;praesi;x
3182;214;173;244;praesj;x
3183;149;225;230;praesk;x
3184;250;131;204;praesl;x
3185;234;210;160;praesm;x
3186;191;187;251;praesn;x
3187;149;254;237;praeso;x
3188;134;214;250;praesp;x
3189;199;161;151;praesq;x
3190;242;207;170;praesr;x
3191;200;247;222;praess;x
3192;246;45;226;praest;x
3193;249;153;244;praesu;x
3194;156;143;246;praesv;x
3195;109;217;231;praesw;x
3196;189;148;182;praesx;x
3197;242;220;163;praesy;x
3198;244;155;251;praesz;x
3199;214;196;148;praeta;x
3200;217;229;244;praetb;x
3201;218;191;95;praetc;x
3202;162;209;194;praetd;x
3203;226;207;231;praete;x
3204;106;225;201;praetf;x
3205;234;178;136;praetg;x
3206;245;250;113;praeth;x
3207;249;250;239;praeti;x
3208;192;241;133;praetj;x
3209;144;236;158;praetk;x
3210;149;250;146;praetl;x
3211;243;223;253;praetm;x
3212;183;179;200;praetn;x
3213;188;229;119;praeto;x
3214;226;226;200;praetp;x
3215;186;135;226;praetq;x
3216;204;215;118;praetr;x
3217;127;254;124;praets;x
3218;214;184;195;praett;x
3219;146;230;160;praetu;x
3220;101;227;180;praetv;x
3221;218;235;220;praetw;x
3222;164;252;131;praetx;x
3223;143;107;252;praety;x
3224;247;56;235;praetz;x
3225;248;139;180;praeua;x
3226;195;165;168;praeub;x
3227;141;237;232;praeuc;x
3228;229;185;123;praeud;x
3229;162;165;227;praeue;x
3230;209;252;57;praeuf;x
3231;99;247;182;praeug;x
3232;15;243;248;praeuh;x
3233;116;243;211;praeui;x
3234;142;164;210;praeuj;x
3235;183;130;213;praeuk;x
3236;165;240;190;praeul;x
3237;236;225;153;praeum;x
3238;206;250;64;praeun;x
3239;209;204;113;praeuo;x
3240;188;122;247;praeup;x
3241;191;131;207;praeuq;x
3242;209;210;128;praeur;x
3243;254;148;194;praeus;x
3244;228;254;216;praeut;x
3245;243;130;140;praeuu;x
3246;222;232;150;praeuv;x
3247;142;184;215;praeuw;x
3248;222;203;166;praeux;x
3249;203;159;207;praeuy;x
3250;178;90;236;praeuz;x
3251;215;195;118;praeva;x
3252;216;222;125;praevb;x
3253;178;198;127;praevc;x
3254;242;130;211;praevd;x
3255;76;221;253;praeve;x
3256;247;132;189;praevf;x
3257;204;225;157;praevg;x
3258;209;224;198;praevh;x
3259;148;214;176;praevi;x
3260;241;216;180;praevj;x
3261;68;218;241;praevk;x
3262;169;214;226;praevl;x
3263;253;84;222;praevm;x
3264;200;149;192;praevn;x
3265;97;254;238;praevo;x
3266;210;228;240;praevp;x
3267;181;164;188;praevq;x
3268;190;206;221;praevr;x
3269;237;192;105;praevs;x
3270;167;216;127;praevt;x
3271;155;254;136;praevu;x
3272;207;217;178;praevv;x
3273;190;98;213;praevw;x
3274;115;153;251;praevx;x
3275;234;202;236;praevy;x
3276;217;183;179;praevz;x
3277;163;225;248;praewa;x
3278;133;199;229;praewb;x
3279;201;105;232;praewc;x
3280;249;240;97;praewd;x
3281;199;106;229;praewe;x
3282;132;224;222;praewf;x
3283;175;113;216;praewg;x
3284;149;220;216;praewh;x
3285;234;215;117;praewi;x
3286;165;204;134;praewj;x
3287;202;99;200;praewk;x
3288;232;238;62;praewl;x
3289;187;204;113;praewm;x
3290;231;246;151;praewn;x
3291;181;192;235;praewo;x
3292;180;204;192;praewp;x
3293;169;222;233;praewq;x
3294;223;154;197;praewr;x
3295;221;174;139;praews;x
3296;187;147;170;praewt;x
3297;220;254;236;praewu;x
3298;103;246;200;praewv;x
3299;247;190;142;praeww;x
3300;238;228;87;praewx;x
3301;162;104;241;praewy;x
3302;191;96;252;praewz;x
3303;207;204;205;praexa;x
3304;249;193;181;praexb;x
3305;241;119;186;praexc;x
3306;185;99;238;praexd;x
3307;187;191;229;praexe;x
3308;254;238;225;praexf;x
3309;144;214;220;praexg;x
3310;228;146;136;praexh;x
3311;233;98;237;praexi;x
3312;213;187;249;praexj;x
3313;158;203;175;praexk;x
3314;151;245;141;praexl;x
3315;237;209;198;praexm;x
3316;244;204;189;praexn;x
3317;225;204;229;praexo;x
3318;136;175;254;praexp;x
3319;206;203;242;praexq;x
3320;237;188;103;praexr;x
3321;143;243;224;praexs;x
3322;142;139;243;praext;x
3323;209;223;108;praexu;x
3324;244;103;207;praexv;x
3325;138;190;195;praexw;x
3326;216;213;116;praexx;x
3327;225;135;193;praexy;x
3328;198;151;227;praexz;x
3329;207;91;214;praeya;x
3330;242;199;81;praeyb;x
3331;159;228;252;praeyc;x
3332;185;210;216;praeyd;x
3333;200;228;173;praeye;x
3334;216;180;197;praeyf;x
3335;34;233;245;praeyg;x
3336;154;226;159;praeyh;x
3337;222;145;171;praeyi;x
3338;241;183;232;praeyj;x
3339;146;183;232;praeyk;x
3340;66;252;220;praeyl;x
3341;146;207;196;praeym;x
3342;148;117;237;praeyn;x
3343;133;230;203;praeyo;x
3344;252;116;211;praeyp;x
3345;69;248;191;praeyq;x
3346;145;189;253;praeyr;x
3347;228;232;199;praeys;x
3348;249;211;222;praeyt;x
3349;124;197;235;praeyu;x
3350;231;218;233;praeyv;x
3351;209;121;254;praeyw;x
3352;156;193;208;praeyx;x
3353;101;246;230;praeyy;x
3354;235;152;250;praeyz;x
3355;147;244;208;praeza;x
3356;127;166;244;praezb;x
3357;186;204;136;praezc;x
3358;245;198;244;praezd;x
3359;211;158;241;praeze;x
3360;202;206;237;praezf;x
3361;102;218;227;praezg;x
3362;243;241;58;praezh;x
3363;179;127;196;praezi;x
3364;158;142;215;praezj;x
3365;243;166;219;praezk;x
3366;145;217;253;praezl;x
3367;154;203;196;praezm;x
3368;252;163;249;praezn;x
3369;196;200;205;praezo;x
3370;123;158;246;praezp;x
3371;214;217;232;praezq;x
3372;209;224;151;praezr;x
3373;247;213;211;praezs;x
3374;154;239;243;praezt;x
3375;240;237;221;praezu;x
3376;126;179;247;praezv;x
3377;186;225;158;praezw;x
3378;228;154;200;praezx;x
3379;251;78;180;praezy;x
3380;243;223;175;praezz;x
3381;170;113;245;prafaa;x
3382;254;247;229;prafab;x
3383;136;151;218;prafac;x
3384;163;203;178;prafad;x
3385;242;118;186;prafae;x
3386;180;251;121;prafaf;x
3387;197;181;150;prafag;x
3388;160;149;244;prafah;x
3389;230;253;197;prafai;x
3390;144;252;220;prafaj;x
3391;148;240;119;prafak;x
3392;231;179;245;prafal;x
3393;237;235;41;prafam;x
3394;87;229;244;prafan;x
3395;150;174;238;prafao;x
3396;162;246;196;prafap;x
3397;151;145;206;prafaq;x
3398;151;223;188;prafar;x
3399;215;116;248;prafas;x
3400;251;197;235;prafat;x
3401;239;227;187;prafau;x
3402;188;157;237;prafav;x
3403;253;99;196;prafaw;x
3404;247;227;175;prafax;x
3405;164;167;201;prafay;x
3406;139;223;181;prafaz;x
3407;153;151;202;prafba;x
3408;228;138;145;prafbb;x
3409;197;216;147;prafbc;x
3410;135;253;118;prafbd;x
3411;221;126;180;prafbe;x
3412;153;193;236;prafbf;x
3413;204;151;237;prafbg;x
3414;234;190;206;prafbh;x
3415;222;186;113;prafbi;x
3416;252;96;221;prafbj;x
3417;233;186;124;prafbk;x
3418;168;250;245;prafbl;x
3419;95;191;221;prafbm;x
3420;178;248;146;prafbn;x
3421;212;207;138;prafbo;x
3422;253;232;158;prafbp;x
3423;196;114;240;prafbq;x
3424;161;135;211;prafbr;x
3425;123;183;203;prafbs;x
3426;244;59;244;prafbt;x
3427;185;247;201;prafbu;x
3428;187;226;95;prafbv;x
3429;103;228;230;prafbw;x
3430;143;239;139;prafbx;x
3431;168;119;254;prafby;x
3432;253;105;239;prafbz;x
3433;239;236;179;prafca;x
3434;190;209;138;prafcb;x
3435;114;188;212;prafcc;x
3436;109;236;242;prafcd;x
3437;198;186;219;prafce;x
3438;190;245;225;prafcf;x
3439;162;168;192;prafcg;x
3440;171;227;136;prafch;x
3441;219;254;107;prafci;x
3442;228;217;236;prafcj;x
3443;119;163;227;prafck;x
3444;199;205;110;prafcl;x
3445;226;242;128;prafcm;x
3446;251;235;66;prafcn;x
3447;148;250;224;prafco;x
3448;225;115;183;prafcp;x
3449;197;108;225;prafcq;x
3450;209;77;242;prafcr;x
3451;177;200;181;prafcs;x
3452;206;107;199;prafct;x
3453;197;173;233;prafcu;x
3454;82;187;243;prafcv;x
3455;244;118;245;prafcw;x
3456;219;66;223;prafcx;x
3457;195;103;221;prafcy;x
3458;181;213;121;prafcz;x
3459;197;252;56;prafda;x
3460;222;230;80;prafdb;x
3461;158;222;137;prafdc;x
3462;140;213;250;prafdd;x
3463;245;225;152;prafde;x
3464;248;106;220;prafdf;x
3465;218;155;141;prafdg;x
3466;192;203;231;prafdh;x
3467;191;204;207;prafdi;x
3468;222;141;204;prafdj;x
3469;236;213;64;prafdk;x
3470;191;167;173;prafdl;x
3471;233;164;190;prafdm;x
3472;200;191;209;prafdn;x
3473;199;166;141;prafdo;x
3474;110;161;248;prafdp;x
3475;238;51;252;prafdq;x
3476;242;221;210;prafdr;x
3477;198;219;158;prafds;x
3478;176;220;236;prafdt;x
3479;204;213;113;prafdu;x
3480;226;234;169;prafdv;x
3481;223;248;169;prafdw;x
3482;160;130;245;prafdx;x
3483;253;85;251;prafdy;x
3484;155;212;194;prafdz;x
3485;108;186;219;prafea;x
3486;224;161;196;prafeb;x
3487;220;220;203;prafec;x
3488;245;42;219;prafed;x
3489;182;234;218;prafee;x
3490;158;139;249;prafef;x
3491;119;195;244;prafeg;x
3492;233;87;216;prafeh;x
3493;169;184;203;prafei;x
3494;246;172;238;prafej;x
3495;253;191;234;prafek;x
3496;196;133;254;prafel;x
3497;222;235;192;prafem;x
3498;104;222;241;prafen;x
3499;180;240;194;prafeo;x
3500;187;191;216;prafep;x
3501;9;247;248;prafeq;x
3502;71;226;248;prafer;x
3503;221;191;150;prafes;x
3504;158;211;183;prafet;x
3505;251;160;195;prafeu;x
3506;170;250;207;prafev;x
3507;88;246;198;prafew;x
3508;233;58;251;prafex;x
3509;158;137;252;prafey;x
3510;214;148;188;prafez;x
3511;141;244;223;praffa;x
3512;142;174;246;praffb;x
3513;241;137;161;praffc;x
3514;226;217;135;praffd;x
3515;235;200;181;praffe;x
3516;250;155;97;prafff;x
3517;251;195;199;praffg;x
3518;209;181;131;praffh;x
3519;222;235;121;praffi;x
3520;157;197;170;praffj;x
3521;135;153;219;praffk;x
3522;237;74;238;praffl;x
3523;225;149;204;praffm;x
3524;81;187;234;praffn;x
3525;166;230;243;praffo;x
3526;132;182;187;praffp;x
3527;243;42;250;praffq;x
3528;253;192;81;praffr;x
3529;179;216;118;praffs;x
3530;237;112;234;prafft;x
3531;58;238;253;praffu;x
3532;63;237;242;praffv;x
3533;187;163;183;praffw;x
3534;237;176;124;praffx;x
3535;155;221;187;praffy;x
3536;123;213;207;praffz;x
3537;177;240;208;prafga;x
3538;247;93;227;prafgb;x
3539;134;214;208;prafgc;x
3540;187;163;212;prafgd;x
3541;167;118;220;prafge;x
3542;204;134;243;prafgf;x
3543;241;172;155;prafgg;x
3544;226;213;159;prafgh;x
3545;248;85;227;prafgi;x
3546;191;154;187;prafgj;x
3547;194;175;183;prafgk;x
3548;121;211;188;prafgl;x
3549;204;211;231;prafgm;x
3550;245;87;239;prafgn;x
3551;163;161;239;prafgo;x
3552;254;236;48;prafgp;x
3553;228;230;239;prafgq;x
3554;191;222;93;prafgr;x
3555;179;228;215;prafgs;x
3556;92;238;190;prafgt;x
3557;189;239;242;prafgu;x
3558;167;227;200;prafgv;x
3559;144;210;228;prafgw;x
3560;201;225;164;prafgx;x
3561;202;207;140;prafgy;x
3562;217;244;95;prafgz;x
3563;60;241;214;prafha;x
3564;227;226;228;prafhb;x
3565;132;241;212;prafhc;x
3566;226;63;223;prafhd;x
3567;136;181;200;prafhe;x
3568;247;84;199;prafhf;x
3569;237;247;62;prafhg;x
3570;105;241;177;prafhh;x
3571;222;120;197;prafhi;x
3572;212;248;81;prafhj;x
3573;236;159;164;prafhk;x
3574;73;202;238;prafhl;x
3575;228;100;219;prafhm;x
3576;138;249;137;prafhn;x
3577;158;185;190;prafho;x
3578;136;167;221;prafhp;x
3579;231;114;236;prafhq;x
3580;244;164;176;prafhr;x
3581;216;242;54;prafhs;x
3582;140;135;246;prafht;x
3583;198;243;126;prafhu;x
3584;199;143;223;prafhv;x
3585;156;224;217;prafhw;x
3586;196;219;225;prafhx;x
3587;194;251;75;prafhy;x
3588;207;115;206;prafhz;x
3589;196;156;157;prafia;x
3590;215;68;224;prafib;x
3591;184;107;245;prafic;x
3592;206;203;169;prafid;x
3593;179;121;242;prafie;x
3594;134;146;221;prafif;x
3595;135;221;225;prafig;x
3596;221;142;172;prafih;x
3597;237;52;215;prafii;x
3598;250;44;232;prafij;x
3599;250;114;183;prafik;x
3600;225;206;126;prafil;x
3601;194;94;242;prafim;x
3602;160;168;218;prafin;x
3603;246;223;133;prafio;x
3604;136;228;237;prafip;x
3605;153;143;220;prafiq;x
3606;166;215;181;prafir;x
3607;141;216;183;prafis;x
3608;144;243;212;prafit;x
3609;226;46;232;prafiu;x
3610;211;218;113;prafiv;x
3611;166;227;228;prafiw;x
3612;172;133;206;prafix;x
3613;192;183;222;prafiy;x
3614;179;189;232;prafiz;x
3615;97;190;220;prafja;x
3616;163;243;137;prafjb;x
3617;66;194;247;prafjc;x
3618;216;238;184;prafjd;x
3619;153;243;167;prafje;x
3620;235;247;44;prafjf;x
3621;254;30;226;prafjg;x
3622;80;235;199;prafjh;x
3623;172;180;203;prafji;x
3624;237;241;205;prafjj;x
3625;244;252;93;prafjk;x
3626;121;236;214;prafjl;x
3627;230;143;197;prafjm;x
3628;240;59;206;prafjn;x
3629;194;187;180;prafjo;x
3630;233;65;211;prafjp;x
3631;114;180;212;prafjq;x
3632;86;217;207;prafjr;x
3633;229;97;216;prafjs;x
3634;92;217;223;prafjt;x
3635;206;147;224;prafju;x
3636;133;220;197;prafjv;x
3637;236;159;129;prafjw;x
3638;232;229;109;prafjx;x
3639;201;246;194;prafjy;x
3640;156;197;214;prafjz;x
3641;149;205;194;prafka;x
3642;217;218;210;prafkb;x
3643;83;243;194;prafkc;x
3644;176;249;239;prafkd;x
3645;232;212;130;prafke;x
3646;195;80;236;prafkf;x
3647;28;253;230;prafkg;x
3648;145;248;158;prafkh;x
3649;216;148;244;prafki;x
3650;211;175;128;prafkj;x
3651;105;230;209;prafkk;x
3652;220;80;246;prafkl;x
3653;140;245;151;prafkm;x
3654;120;212;198;prafkn;x
3655;206;143;238;prafko;x
3656;205;159;203;prafkp;x
3657;125;192;243;prafkq;x
3658;246;40;223;prafkr;x
3659;252;214;163;prafks;x
3660;217;110;201;prafkt;x
3661;184;253;115;prafku;x
3662;78;252;235;prafkv;x
3663;120;254;203;prafkw;x
3664;158;140;233;prafkx;x
3665;229;247;125;prafky;x
3666;217;253;132;prafkz;x
3667;144;210;218;prafla;x
3668;242;182;243;praflb;x
3669;155;191;250;praflc;x
3670;252;237;228;prafld;x
3671;223;246;243;prafle;x
3672;132;244;148;praflf;x
3673;249;178;247;praflg;x
3674;163;254;186;praflh;x
3675;232;171;244;prafli;x
3676;230;220;117;praflj;x
3677;251;241;242;praflk;x
3678;233;178;169;prafll;x
3679;186;249;171;praflm;x
3680;40;229;248;prafln;x
3681;179;96;247;praflo;x
3682;245;235;184;praflp;x
3683;84;254;230;praflq;x
3684;244;226;213;praflr;x
3685;65;219;252;prafls;x
3686;245;76;242;praflt;x
3687;111;251;251;praflu;x
3688;196;133;230;praflv;x
3689;240;209;230;praflw;x
3690;81;245;180;praflx;x
3691;218;186;174;prafly;x
3692;96;222;243;praflz;x
3693;213;171;205;prafma;x
